Word,Joint_Prob,Posterior_Prob,Frequency
potti,1.0,0.5,2
lightli,1.0,0.5,2
chatham,1.0,0.5,2
niki,1.0,0.5,2
ranchest,1.0,0.5,2
shipbuild,1.0,0.5,2
legaci,1.0,0.5,2
alexandr,1.0,0.5,2
pirat,1.0,0.5,2
of,1.0,0.5,2
slacker,1.0,0.5,2
tax-fre,1.0,0.5,2
movi,1.0,0.5,2
deciph,1.0,0.5,2
emerg,1.0,0.5,2
katherin,1.0,0.5,2
surv,1.0,0.5,2
prattl,1.0,0.5,2
garazd,1.0,0.5,2
keynot,1.0,0.5,2
certifi,1.0,0.5,2
judg,1.0,0.5,2
marcela,1.0,0.5,2
kain,1.0,0.5,2
dynamit,1.0,0.5,2
fifth-grad,1.0,0.5,2
same-sex,1.0,0.5,2
majesti,1.0,0.5,2
mcin,1.0,0.5,2
nuisanc,1.0,0.5,2
ronni,1.0,0.5,2
pend,1.0,0.5,2
sojourn,1.0,0.5,2
school-leav,1.0,0.5,2
maquiladora,1.0,0.5,2
let,1.0,0.5,2
priorit,1.0,0.5,2
below,1.0,0.5,2
iri,1.0,0.5,2
rebalanc,1.0,0.5,2
duffi,1.0,0.5,2
counten,1.0,0.5,2
promissori,1.0,0.5,2
with,1.0,0.5,2
robbin,1.0,0.5,2
12-hour,1.0,0.5,2
scaveng,1.0,0.5,2
fuzzi,1.0,0.5,2
litmu,1.0,0.5,2
melvil,1.0,0.5,2
orvil,1.0,0.5,2
no,1.0,0.5,2
pariti,1.0,0.5,2
philippin,1.0,0.5,2
molass,1.0,0.5,2
lutheran,1.0,0.5,2
lifestyl,1.0,0.5,2
sambazon,1.0,0.5,2
mente,1.0,0.5,2
evapor,1.0,0.5,2
itali,1.0,0.5,2
marx,1.0,0.5,2
quinci,1.0,0.5,2
tackl,1.0,0.5,2
orlov,1.0,0.5,2
parenthes,1.0,0.5,2
swimmer,1.0,0.5,2
jackhamm,1.0,0.5,2
caucu,1.0,0.5,2
fairi,1.0,0.5,2
ynez,1.0,0.5,2
charlott,1.0,0.5,2
camouflag,1.0,0.5,2
impos,1.0,0.5,2
merwin,1.0,0.5,2
lowel,1.0,0.5,2
bradi,1.0,0.5,2
lauri,1.0,0.5,2
guidebook,1.0,0.5,2
alphons,1.0,0.5,2
danburi,1.0,0.5,2
claud,1.0,0.5,2
whi,1.0,0.5,2
accredit,1.0,0.5,2
undermin,1.0,0.5,2
meddl,1.0,0.5,2
trickl,1.0,0.5,2
carbon-neutr,1.0,0.5,2
resciss,1.0,0.5,2
don,1.0,0.5,2
ignor,1.0,0.5,2
constel,1.0,0.5,2
everi,1.0,0.5,2
barkley,1.0,0.5,2
plod,1.0,0.5,2
parkersburg,1.0,0.5,2
low-li,1.0,0.5,2
pikesvil,1.0,0.5,2
razorback,1.0,0.5,2
lehan,1.0,0.5,2
inde,1.0,0.5,2
seattl,1.0,0.5,2
marshalltown,1.0,0.5,2
omagh,1.0,0.5,2
treasur,1.0,0.5,2
rider,1.0,0.5,2
downsid,1.0,0.5,2
insensit,1.0,0.5,2
ari,1.0,0.5,2
beatl,1.0,0.5,2
childcar,1.0,0.5,2
irrespect,1.0,0.5,2
exercis,1.0,0.5,2
techster,1.0,0.5,2
schumann,1.0,0.5,2
foxi,1.0,0.5,2
jungl,1.0,0.5,2
suzi,1.0,0.5,2
appropri,1.0,0.5,2
iam,1.0,0.5,2
statu,1.0,0.5,2
randi,1.0,0.5,2
mylen,1.0,0.5,2
unnam,1.0,0.5,2
falsifi,1.0,0.5,2
442nd,1.0,0.5,2
dio,1.0,0.5,2
right-hand,1.0,0.5,2
joust,1.0,0.5,2
14.3,1.0,0.5,2
sommervil,1.0,0.5,2
happi,1.0,0.5,2
chic,1.0,0.5,2
did,1.0,0.5,2
ventur,1.0,0.5,2
narcot,1.0,0.5,2
octavio,1.0,0.5,2
inventur,1.0,0.5,2
barefac,1.0,0.5,2
steamrol,1.0,0.5,2
satisfi,1.0,0.5,2
next-gener,1.0,0.5,2
ambassadorship,1.0,0.5,2
6.2,1.0,0.5,2
prosecut,1.0,0.5,2
erad,1.0,0.5,2
story-tel,1.0,0.5,2
arkansa,1.0,0.5,2
rehoboth,1.0,0.5,2
matricul,1.0,0.5,2
pruett,1.0,0.5,2
kansa,1.0,0.5,2
graini,1.0,0.5,2
usn,1.0,0.5,2
durrett,1.0,0.5,2
sandia,1.0,0.5,2
fissil,1.0,0.5,2
tuskeege,1.0,0.5,2
setup,1.0,0.5,2
recolon,1.0,0.5,2
senat,1.0,0.5,2
summaris,1.0,0.5,2
tuscaloosa,1.0,0.5,2
roxann,1.0,0.5,2
crackpot,1.0,0.5,2
commenc,1.0,0.5,2
reliv,1.0,0.5,2
seri,1.0,0.5,2
bagel,1.0,0.5,2
teacher-train,1.0,0.5,2
big-nam,1.0,0.5,2
necklac,1.0,0.5,2
they,1.0,0.5,2
kissimme,1.0,0.5,2
cirru,1.0,0.5,2
ulcer,1.0,0.5,2
abort,1.0,0.5,2
opportun,1.0,0.5,2
quayl,1.0,0.5,2
jewel,1.0,0.5,2
son-in-law,1.0,0.5,2
ponc,1.0,0.5,2
bondag,1.0,0.5,2
conni,1.0,0.5,2
anthil,1.0,0.5,2
monstrou,1.0,0.5,2
overstrain,1.0,0.5,2
soundli,1.0,0.5,2
kimb,1.0,0.5,2
levit,1.0,0.5,2
anti-mor,1.0,0.5,2
tyrannu,1.0,0.5,2
teen-ag,1.0,0.5,2
thomson,1.0,0.5,2
soto,1.0,0.5,2
policymak,1.0,0.5,2
doctrin,1.0,0.5,2
vietnames,1.0,0.5,2
tubb,1.0,0.5,2
disarma,1.0,0.5,2
mani,1.0,0.5,2
breast-f,1.0,0.5,2
linkag,1.0,0.5,2
scarecrow,1.0,0.5,2
al-gore-rhythm,1.0,0.5,2
baggag,1.0,0.5,2
homeown,1.0,0.5,2
cologn,1.0,0.5,2
drizzl,1.0,0.5,2
nonbeliev,1.0,0.5,2
samuel,1.0,0.5,2
self-employ,1.0,0.5,2
irrespons,1.0,0.5,2
intrud,1.0,0.5,2
crumbl,1.0,0.5,2
subordin,1.0,0.5,2
estat,1.0,0.5,2
fairfax,1.0,0.5,2
format,1.0,0.5,2
coffin,1.0,0.5,2
cleverli,1.0,0.5,2
breastf,1.0,0.5,2
brahm,1.0,0.5,2
welcom,1.0,0.5,2
rendezv,1.0,0.5,2
perplex,1.0,0.5,2
marriag,1.0,0.5,2
holl,1.0,0.5,2
intermedi,1.0,0.5,2
extern,1.0,0.5,2
overdu,1.0,0.5,2
biltmor,1.0,0.5,2
okuma,1.0,0.5,2
airspac,1.0,0.5,2
halftim,1.0,0.5,2
upstair,1.0,0.5,2
them,1.0,0.5,2
forklift,1.0,0.5,2
drawbridg,1.0,0.5,2
were—frighten,1.0,0.5,2
incompet,1.0,0.5,2
waiv,1.0,0.5,2
clarif,1.0,0.5,2
bulletin,1.0,0.5,2
wildlif,1.0,0.5,2
roswel,1.0,0.5,2
militari,1.0,0.5,2
jenk,1.0,0.5,2
euro-communist,1.0,0.5,2
ex-marin,1.0,0.5,2
farri,1.0,0.5,2
reinsur,1.0,0.5,2
hal,1.0,0.5,2
well-hous,1.0,0.5,2
amnesti,1.0,0.5,2
footprint,1.0,0.5,2
hendon,1.0,0.5,2
y,1.0,0.5,2
o'har,1.0,0.5,2
self-suffici,1.0,0.5,2
inquiri,1.0,0.5,2
genom,1.0,0.5,2
possing,1.0,0.5,2
alley,1.0,0.5,2
prejud,1.0,0.5,2
autrey,1.0,0.5,2

